longitud,latitud
-69.025981,-33.591924
-68.336795,-34.633462
-69.064797,-33.794535
-68.406742,-34.603222
-68.320565,-34.613398
,
,
-68.321028,-34.620636
-68.292916,-34.573460
-68.318804,-34.605279
-68.306835,-34.740005
-68.378034,-34.734574
-68.230150,-34.736351
-69.576541,-35.468302
-69.132760,-33.738090
-69.580842,-35.470444
-69.590492,-35.480515
-68.337015,-34.603681
-69.173118,-33.595038
-69.173118,-33.595038
-69.014264,-33.579294
-69.014264,-33.579294
-69.056179,-33.773779
-69.157605,-33.657673
-69.065668,-33.785134
-69.065668,-33.785134
-69.065668,-33.785134
-69.171050,-33.564042
-68.330835,-34.624553
-69.039214,-33.768431
-69.057822,-33.785788
-68.298838,-34.626268
-68.309525,-34.628110
-67.928103,-34.829726
-69.583749,-35.477037
-68.329392,-34.637580
-69.277510,-33.519679
-68.335233,-34.612778
-69.582964,-35.471033
-69.132641,-33.461931
-68.221456,-34.719230
-69.027367,-33.587667
-67.699567,-34.987030
-69.043314,-33.581642
-69.020301,-33.596948
-69.020301,-33.596948
-69.057322,-33.791213
-69.012611,-33.560361
-68.400451,-34.738598
-68.277109,-34.618886
-68.277109,-34.618886
-68.363020,-34.627766
-68.327185,-34.594179
-68.327185,-34.594179
-68.363156,-34.622108
-68.273531,-34.616646
-68.135813,-34.674352
-68.344253,-34.630832
-68.325283,-34.628407
-69.579871,-35.468374
-69.579871,-35.468374
-69.132012,-33.363734
-69.011036,-33.582589
-69.011036,-33.582589
-68.320996,-34.604821
-69.011036,-33.582589
-69.011036,-33.582589
-69.011036,-33.582589
-68.302807,-34.655088
-68.302807,-34.655088
-69.157744,-33.658359
-69.079084,-33.793820
-69.143075,-33.361450
-68.309544,-34.628253
-68.176918,-34.537998
-67.653873,-35.013216
-67.507139,-34.991974
-69.105086,-33.601061
-69.006287,-33.576767
-68.303353,-34.609065
-68.323341,-34.608311
-68.323341,-34.608311
-68.330735,-34.603658
-68.318804,-34.605279
-68.411833,-34.634643
-69.062557,-33.743165
-68.344109,-34.613627
-69.102097,-33.589935
-69.015354,-33.578421
-67.680139,-34.973842
-69.587081,-35.494833
-69.014542,-33.577364
-68.373591,-34.634640
-69.014625,-33.605333
-68.232201,-34.726838
-68.232201,-34.726838
-69.587148,-35.436586
-69.067658,-33.771713
-69.064178,-33.784657
-68.335671,-34.591363
-69.060907,-33.781623
-68.336293,-34.589469
-69.011888,-33.622846
-69.149275,-33.373871
-68.296882,-34.632566
-67.689093,-35.003756
-69.595538,-35.488549
-68.293401,-34.645840
-68.293401,-34.645840
-68.457216,-34.623668
-68.457216,-34.623668
-69.578540,-35.503292
-68.337326,-34.584633
-68.337326,-34.584633
-68.320565,-34.613398
-68.336861,-34.584752
-68.336861,-34.584752
-68.244317,-34.665572
-68.283213,-34.625086
-69.140140,-33.351608
-69.013481,-33.580287
-68.337729,-34.585861
-68.337729,-34.585861
-68.277353,-34.602129
-68.277353,-34.602129
-69.064752,-33.782727
-68.354223,-34.676648
-68.354223,-34.676648
-68.458109,-34.583123
-68.458109,-34.583123
-68.223286,-34.724738
-68.223286,-34.724738
-67.879059,-34.589274
-67.879059,-34.589274
-68.700557,-35.033044
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-67.679076,-34.991915
-69.052521,-33.794331
-68.287113,-34.641951
-68.287113,-34.641951
-69.126618,-33.500642
-68.339748,-34.597126
-69.587148,-35.436586
-68.344352,-34.651176
-68.468643,-34.617304
-69.147208,-33.360313
-69.078550,-33.938663
-69.595672,-35.440119
-68.414558,-34.695263
-68.414558,-34.695263
-68.309827,-34.628857
-68.363778,-34.699134
-69.022326,-33.581646
-69.008926,-33.595798
-69.594517,-35.487954
-68.272477,-34.619524
-68.320485,-34.624713
-68.383109,-34.643999
-69.133876,-33.457992
-69.133768,-33.457873
-68.667551,-35.022882
-67.705801,-34.973356
-69.064178,-33.784657
-68.418725,-34.579987
-69.009833,-33.600852
-69.158645,-33.723853
-69.145337,-33.375169
-68.313389,-34.631286
-69.065668,-33.785134
-68.337726,-34.636973
-69.121985,-33.735731
-67.707752,-34.966793
-68.351502,-34.632831
-69.009459,-33.583330
-69.595715,-35.491413
-67.684921,-34.971640
-68.027470,-34.765743
-69.166753,-33.446643
-69.573153,-35.473809
-69.576329,-35.499161
-68.377873,-34.647365
-68.192590,-34.743522
-68.364682,-34.634462
-68.364682,-34.634462
-69.147208,-33.360313
-69.147208,-33.360313
-69.009654,-33.599192
-69.147208,-33.360313
-69.147208,-33.360313
-69.147208,-33.360313
-68.274912,-34.615514
-68.274912,-34.615514
-69.272217,-33.516390
-68.342710,-34.629152
-69.054650,-33.811213
-67.691862,-34.982576
-68.365261,-34.619784
-69.590104,-35.489657
,
-68.365261,-34.619784
-68.362456,-34.560890
-68.325283,-34.628407
-69.018967,-33.575732
-68.362441,-34.616714
-68.319258,-34.604553
-67.698998,-34.985093
-68.407234,-34.602602
-68.407234,-34.602602
-69.144025,-33.363805
-69.188629,-33.383464
-67.693978,-35.003622
-68.372363,-34.636097
-68.372363,-34.636097
-67.703223,-34.968533
-67.703223,-34.968533
-67.703223,-34.968533
-67.703223,-34.968533
-68.338385,-34.636123
-69.064178,-33.784657
-69.064178,-33.784657
-68.339776,-34.641879
-69.576701,-35.468007
-68.699927,-35.032436
-68.381781,-34.638825
-68.381781,-34.638825
-68.381781,-34.638825
-68.238045,-34.719507
-69.023514,-33.606767
-67.682852,-34.988911
-69.017895,-33.571416
-68.327985,-34.625676
-67.682852,-34.988911
-68.327985,-34.625676
-67.698912,-34.985744
-67.698912,-34.985744
-69.018774,-33.579338
-69.009162,-33.575549
-69.064628,-33.782743
-67.514790,-35.003918
-69.160792,-33.394710
-68.411851,-34.634840
-69.010915,-33.578416
-69.008296,-33.559736
-68.395272,-34.574239
-68.359002,-34.640763
-68.469273,-34.607465
-68.310055,-34.622868
-68.323327,-34.605237
-67.689135,-34.943452
-69.012900,-33.585211
-69.580981,-35.499001
-68.310233,-34.622535
-68.311386,-34.597828
-67.878089,-34.590093
-69.044339,-33.749944
-68.319258,-34.604553
-67.655209,-34.997703
-67.673114,-34.984223
-68.306690,-34.628512
-67.883568,-34.596602
-67.672743,-34.987421
-68.277268,-34.581077
-69.580737,-35.499775
-69.571483,-35.479396
-69.272217,-33.516390
-68.340203,-34.714894
-69.587400,-35.471021
-69.576981,-35.504291
-68.316153,-34.584372
-68.339282,-34.641358
-69.584651,-35.494603
-68.288133,-34.633054
-68.277268,-34.581077
-68.316153,-34.584372
-69.579562,-35.500022
-68.366933,-34.678143
-69.078085,-33.808027
-68.390991,-34.708682
